as_of,pollster_id,n,weight,score,bias,house
2026,851,9,7.56,-0.377,-0.898,0.332
2026,859,6,4.55,-0.194,0.011,0.755
2026,868,2,1.68,0.275,-0.853,-0.5
2026,870,1,0.84,0.092,-0.717,-0.088
2026,877,1,0.84,-0.028,0.437,0.0
2026,878,1,0.84,-0.314,0.314,0.0
2026,879,4,3.36,4.241,-7.16,-6.161
2026,880,2,1.68,0.71,-1.656,-1.11
2026,881,2,1.68,0.075,-0.616,-0.16
2026,883,1,0.84,0.107,-0.428,-0.17
2026,886,1,0.84,0.203,-0.534,-0.38
2026,888,2,1.68,0.48,-0.882,-0.969
2026,889,1,0.84,0.154,-0.419,-0.26
2026,894,4,3.36,-0.017,-0.814,-0.037
2026,895,2,1.19,0.193,-0.646,-0.298
